,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
900,9,0.2453,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Network Lifetime Maximization for Full Area Coverage in Wireless Sensor Networks.,1077,49
901,8,0.2994,"base, use, method, propose, system, result, paper, approach, feature, show",Generating Test Data for Blackbox Testing from UML-Based Web Engineering Content and Presentation Models.,1078,49
902,9,0.3521,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",A Dynamic Routing Protocol for Maximizing Network Lifetime in WSNs with Holes.,1079,49
903,8,0.2815,"base, use, method, propose, system, result, paper, approach, feature, show",Development of Rules and Algorithms for Model-Driven Code Generator with UWE Approach.,1080,49
904,15,0.3138,"network, time, design, propose, high, control, low, dynamic, work, agent",A Delay-Guaranteed Geographic Routing Protocol with Hole Avoidance in WSNs.,1081,49
905,9,0.3103,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Constant stretch and load balanced routing protocol for bypassing multiple holes in wireless sensor networks.,1082,49
906,18,0.3522,"event, online, report, article, review, boundary, early, shape, load, subject",A Distributed Algorithm For Monitoring An Expanding Hole In Wireless Sensor Networks.,1083,49
907,9,0.2855,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Hole Approximation-Dissemination Scheme for Bounded-Stretch Routing in Sensor Networks.,1084,49
908,8,0.4387,"base, use, method, propose, system, result, paper, approach, feature, show",A Hybrid Method for Vietnamese Text Normalization.,1086,50
909,8,0.3251,"base, use, method, propose, system, result, paper, approach, feature, show",Natural Language Understanding in Smartdialog: A Platform for Vietnamese Intelligent Interactions.,1087,50
910,8,0.5801,"base, use, method, propose, system, result, paper, approach, feature, show",Enhanced Genetic Algorithm for Single Document Extractive Summarization.,1088,50
911,8,0.2835,"base, use, method, propose, system, result, paper, approach, feature, show",Abstractive Text Summarization Using Pointer-Generator Networks With Pre-trained Word Embedding.,1089,50
912,8,0.5381,"base, use, method, propose, system, result, paper, approach, feature, show",Enhancing extractive summarization using non-negative matrix factorization with semantic aspects and sentence features.,1090,50
913,15,0.2998,"network, time, design, propose, high, control, low, dynamic, work, agent",Sender - Receiver cooperation and buffer observation for fine-grained adaptive transmission of video over mobile ad hoc networks.,1091,50
914,8,0.2813,"base, use, method, propose, system, result, paper, approach, feature, show",Checking Interface Interaction Protocols Using Aspect-Oriented Programming.,1092,50
915,8,0.3481,"base, use, method, propose, system, result, paper, approach, feature, show",Prosodic Boundary Prediction Model for Vietnamese Text-To-Speech.,1093,50
916,8,0.3455,"base, use, method, propose, system, result, paper, approach, feature, show",A Hypercuboid-Based Machine Learning Algorithm for Malware Classification.,1094,50
917,8,0.4131,"base, use, method, propose, system, result, paper, approach, feature, show","Comparison of Machine Learning Methods for Estimating Mangrove Above-Ground Biomass Using Multiple Source Remote Sensing Data in the Red River Delta Biosphere Reserve, Vietnam.",1095,50
918,8,0.3743,"base, use, method, propose, system, result, paper, approach, feature, show",Intonation issues in HMM-based speech synthesis for Vietnamese.,1098,50
919,8,0.4913,"base, use, method, propose, system, result, paper, approach, feature, show","A model of F0 contour for Vietnamese questions, applied in speech synthesis.",1099,50
920,14,0.4448,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Multifactorial Evolutionary Algorithm for Simultaneous Solution of TSP and TRP.,1100,54
921,15,0.2614,"network, time, design, propose, high, control, low, dynamic, work, agent",Variable neighbourhood search-based algorithm to solve the minimum back-walk-free latency problem.,1101,54
922,8,0.2653,"base, use, method, propose, system, result, paper, approach, feature, show",Applying Metaheuristic for Time-Dependent Traveling Salesman Problem in Postdisaster.,1102,54
923,8,0.2445,"base, use, method, propose, system, result, paper, approach, feature, show",An efficient branch-and-cut algorithm for the parallel drone scheduling traveling salesman problem.,1103,54
924,14,0.3002,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",An Effective Metaheuristic for Multiple Traveling Repairman Problem with Distance Constraints.,1104,54
925,8,0.385,"base, use, method, propose, system, result, paper, approach, feature, show",Robust Adaptive Image Coding for Frame Memory Reduction in LCD Overdrive.,1105,54
926,8,0.2994,"base, use, method, propose, system, result, paper, approach, feature, show",Generating Test Data for Blackbox Testing from UML-Based Web Engineering Content and Presentation Models.,1106,56
927,8,0.2815,"base, use, method, propose, system, result, paper, approach, feature, show",Development of Rules and Algorithms for Model-Driven Code Generator with UWE Approach.,1107,56
928,8,0.2911,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive Ranking Relevant Source Files for Bug Reports Using Genetic Algorithm.,1108,56
929,8,0.3424,"base, use, method, propose, system, result, paper, approach, feature, show",Emotion Recognition with Capsule Neural Network.,1109,63
930,8,0.3993,"base, use, method, propose, system, result, paper, approach, feature, show",Emotional Speech Recognition Using Deep Neural Networks.,1110,63
931,8,0.3787,"base, use, method, propose, system, result, paper, approach, feature, show",PBX Autoresponder System for Information Lookup of Pupil Records.,1111,63
932,8,0.3859,"base, use, method, propose, system, result, paper, approach, feature, show",Text-dependent speaker recognition for vietnamese.,1112,63
933,8,0.4245,"base, use, method, propose, system, result, paper, approach, feature, show",Automatic Speech Recognition for Vietnamese Using HTK System.,1113,63
934,8,0.4745,"base, use, method, propose, system, result, paper, approach, feature, show",Using tone information for Vietnamese continuous speech recognition.,1114,63
935,8,0.2814,"base, use, method, propose, system, result, paper, approach, feature, show",An Uncertainty-Aware Encoder for Aspect Detection.,1116,64
936,8,0.2365,"base, use, method, propose, system, result, paper, approach, feature, show",Convolutional Neural Network Modelling for MODIS Land Surface Temperature Super-Resolution.,1118,65
937,15,0.3335,"network, time, design, propose, high, control, low, dynamic, work, agent",A comparative study of operational engineering for environmental and compute-intensive applications.,1119,65
938,8,0.4394,"base, use, method, propose, system, result, paper, approach, feature, show",Measuring Satisfaction and Loyalty of Guests Based on Vietnamese Hotel Online Reviews.,1120,65
939,8,0.2961,"base, use, method, propose, system, result, paper, approach, feature, show",nQSV-Net: a novel queuing search variant for global space search and workload modeling.,1121,65
940,15,0.2477,"network, time, design, propose, high, control, low, dynamic, work, agent",Longitudinal Motion Control of Electric Vehicles: Glocal Model and Design Using Passivity.,1122,65
941,8,0.3123,"base, use, method, propose, system, result, paper, approach, feature, show",Multi-objective Sparrow Search Optimization for Task Scheduling in Fog-Cloud-Blockchain Systems.,1123,65
942,8,0.307,"base, use, method, propose, system, result, paper, approach, feature, show",A Novel Approach for Developing Decentralized Storage and Sharing Systems.,1124,65
943,8,0.3566,"base, use, method, propose, system, result, paper, approach, feature, show",MPoC - A Metaheuristic Proof of Criteria Consensus Protocol for Blockchain Network.,1125,65
944,15,0.3768,"network, time, design, propose, high, control, low, dynamic, work, agent",Passivity Based Hierarchically Decentralized Range Extension Control of In-wheel-motor Vehicles.,1126,65
945,8,0.2586,"base, use, method, propose, system, result, paper, approach, feature, show",Disturbance Observer Based Glocal Control of Mechatronics Systems: A Passivity Approach.,1127,65
946,15,0.3247,"network, time, design, propose, high, control, low, dynamic, work, agent",Fuzzy Deep Q-learning Task Offloading in Delay Constrained Vehicular Fog Computing.,1128,65
947,15,0.3666,"network, time, design, propose, high, control, low, dynamic, work, agent",Absolute Stability of Disturbance Observer Based Altitude Control for Multirotor Flying Vehicles.,1129,65
948,15,0.284,"network, time, design, propose, high, control, low, dynamic, work, agent",A New Workload Prediction Model Using Extreme Learning Machine and Enhanced Tug of War optimization.,1130,65
949,8,0.3738,"base, use, method, propose, system, result, paper, approach, feature, show",Distributed Stabilization by Probability Control for Deterministic-Stochastic Large Scale Systems: Dissipativity Approach.,1131,65
